,0,1
0,26031031021.0,0.3298778384014738
1,26115115003.0,0.38269013270222
2,26041041018.0,0.4861520938299875
3,26007007012.0,0.3043826671646009
4,26115115055.0,0.4250056310876786
5,26161161061.0,0.504809271883011
6,26055055009.0,0.49286718562702975
7,26059059011.0,0.3644108088117323
8,26091091006.0,0.5164931428520183
9,26075075004.0,0.4854699811297758
10,26115115042.0,0.383631358575523
11,26099099208.0,0.4144468084894322
12,26131131001.0,0.3638557797569312
13,26125125193.0,0.42857795535702004
14,26047047006.0,0.33601169990882856
15,26023023003.0,0.34192018011289915
16,26125125205.0,0.5999825619448077
17,26125125482.0,0.523156453918763
18,26059059015.0,0.2935268798545669
19,26115115004.0,0.44944200860816574
20,26161161120.0,0.5053641505361515
21,26125125438.0,0.5368041225051244
22,26063063027.0,0.2896908729788269
23,26125125074.0,0.46914886306647846
24,26109109017.0,0.33491950796292996
25,26075075039.0,0.42527992941763326
26,26151151003.0,0.32454578670141176
27,26023023013.0,0.322029448389878
28,26059059002.0,0.2849242960018885
29,26103103029.0,0.43198520032567517
30,26041041008.0,0.4854735771588438
31,26045045007.0,0.44350218715047296
32,26091091034.0,0.3971242263406876
33,26161161122.0,0.4624722013969322
34,26161161080.0,0.47971418431273877
35,26029029018.0,0.49223515013248237
36,26075075049.0,0.36158882697081507
37,26101101009.0,0.38448342343085556
38,26097097009.0,0.4341508914760155
39,26013013007.0,0.37132577701256964
40,26101101003.0,0.4150482867739124
41,26119119006.0,0.34575580393643046
42,26119119001.0,0.36305346231166186
43,26043043013.0,0.3711368260843369
44,26125125210.0,0.5844162392264519
45,26125125086.0,0.4928077771468682
46,26075075052.0,0.4184223093411172
47,26091091031.0,0.41778903025420816
48,26161161073.0,0.5325311133625026
49,26053053011.0,0.40350688620499386
50,26059059005.0,0.32504477628360184
51,26009009013.0,0.49794782226203826
52,26135135007.0,0.3540022752475858
53,26029029014.0,0.3908211027557874
54,26163163039.0,0.5760215868148207
55,26163163796.0,0.5184827354847124
56,26163163065.0,0.5623394774210246
57,26161161106.0,0.5355682582603767
58,26001001012.0,0.37450445734484966
59,26091091016.0,0.3437138939190488
60,26091091038.0,0.5064569122979053
61,26115115036.0,0.4282016890310114
62,26019019010.0,0.4335045754593623
63,26163163820.0,0.5183941229326575
64,26115115001.0,0.40649630810672605
65,26047047011.0,0.45152585482551166
66,26061061019.0,0.41682555521991704
67,26075075008.0,0.39258941829620003
68,26059059026.0,0.2635673379078256
69,26075075046.0,0.35209044220923
70,26095095002.0,0.3687332201899718
71,26059059016.0,0.32759738708842523
72,26033033002.0,0.39142179757505874
73,26135135001.0,0.3792438016402532
74,26125125180.0,0.49046380727128874
75,26055055032.0,0.6240722578307533
76,26153153006.0,0.4348639636344281
77,26033033004.0,0.36813079575485175
78,26163163816.0,0.4702867133259314
79,26163163802.0,0.557666732312391
80,26125125062.0,0.5092620446126507
81,26161161074.0,0.4521082347235961
82,26023023015.0,0.35488876789093965
83,26125125470.0,0.5051643650339287
84,26055055025.0,0.3792877557352784
85,26029029006.0,0.5735932653098422
86,26055055030.0,0.6331195665971165
87,26125125506.0,0.4646378897545384
88,26075075061.0,0.47433771059753466
89,26029029001.0,0.4939344572583541
90,26125125441.0,0.5233337712000572
91,26125125411.0,0.5162711751784825
92,26007007011.0,0.305340417363203
93,26039039002.0,0.417852397720715
94,26117117012.0,0.4106282211684427
95,26013013002.0,0.3777004975766326
96,26007007004.0,0.44939720130725436
97,26109109006.0,0.3937544065996003
98,26125125091.0,0.5641461235038701
99,26115115019.0,0.41930359390657995
100,26115115008.0,0.5286330467632148
101,26105105008.0,0.3775192518004434
102,26041041012.0,0.2905097235920217
103,26001001004.0,0.3928031913394682
104,26053053008.0,0.43035351762441343
105,26103103032.0,0.37220100416619567
106,26055055012.0,0.45948223289237633
107,26055055018.0,0.39676268961607564
