VTD_ID,total_pop,pop_density,prop_white,prop_Black,prop_Hispanic,prop_AIA,prop_Asian,prop_married,prop_nonfamily,prop_family_nonmarried,prop_hs_diploma,prop_some_college,prop_bachelors,prop_higher,prop_under_hs,prop_under_30k,prop_30_to_50k,prop_50_to_100k,prop_more_than_100k,D_pct_vote,Weighted_ideology
26163163053,1945,0.001499956,0.733676093,0.063239075,0.048329049,0.007197943,0.147557841,0.375,0.504545455,0.120454545,0,0.136664217,0.329169728,0.163115356,0.371050698,0.326136364,0.105681818,0.346590909,0.221590909,0.595573441,-0.429735161
26163163054,2413.41349,0.003412098,0.837317114,0.085741303,0.016776116,0.006482676,0.031477867,0.622979184,0.258363496,0.11865732,0,0.173109986,0.248112837,0.171242051,0.407535126,0.095546942,0.223340982,0.342489979,0.338622097,0.548092869,-0.31408126
26163163055,1980.502515,0.002391446,0.623539687,0.069056854,0.015025652,0.014627793,0.282910809,0.856639349,0.096907898,0.046452753,0,0.085888051,0.370416883,0.321168924,0.222526142,0.037181406,0.081825006,0.149445784,0.731547804,0.572642311,-0.362486194
26163163056,2282.202682,0.002676083,0.678634216,0.022926983,0.029128755,0.002523302,0.231291076,0.810140417,0.162116284,0.027743299,0,0.110338919,0.351261219,0.310587168,0.227812693,0.072290148,0.060195038,0.246111925,0.621402888,0.589359933,-0.407300291
26163163057,2440.983426,0.002193555,0.62188544,0.086613987,0.033001061,0.005854353,0.251195847,0.75589373,0.152445631,0.091660639,0,0.092530732,0.330124434,0.318816664,0.25852817,0.113779458,0.089037185,0.20383733,0.593346028,0.61971831,-0.479975101
26163163058,2556.802149,0.001751591,0.505581955,0.235788956,0.049105025,0.008518678,0.194107796,0.610456257,0.303760601,0.085783142,0,0.075819682,0.31617346,0.208787422,0.399219436,0.089095062,0.100454681,0.294876278,0.515573979,0.701427003,-0.676069704
26163163059,1310.499771,0.005446891,0.414367807,0.337728807,0.048612368,0.023830953,0.171166544,0.423340522,0.380705382,0.195954096,0,0.159518297,0.218757695,0.24590605,0.375817958,0.156976678,0.211002069,0.286748162,0.345273091,0.751399776,-0.798529395
26163163060,3617.81367,0.001946883,0.408955674,0.193446617,0.043032181,0.025698345,0.270186319,0.357107941,0.402812972,0.240079088,0,0.149271652,0.250026411,0.154195113,0.446506824,0.194103692,0.243959094,0.346146409,0.215790805,0.731804586,-0.75417672
26163163061,1322.775181,0.001545286,0.497705217,0.153930607,0.001293874,0.00504611,0.337339204,0.550743245,0.262573268,0.186683487,0,0.110009704,0.396417805,0.185060311,0.308512181,0.108062896,0.168894992,0.271122191,0.451919921,0.706263499,-0.693090443
26163163062,1083.181486,0.004466528,0.467106037,0.424464868,0.030257404,0.002199728,0.029469185,0.270588234,0.497040559,0.232371208,0,0.245348187,0.117276323,0.079550172,0.557825318,0.323584417,0.216948771,0.30508781,0.154379002,0.834205934,-1.009263962
26163163063,1950.039734,0.006918728,0.575582544,0.098813825,0.056862288,0.015359431,0.245843002,0.656338026,0.216409279,0.127252695,0,0.114837018,0.309747791,0.256326031,0.31908916,0.142191586,0.111707007,0.29040755,0.455693858,0.579583613,-0.383154634
