VTD_ID,total_pop,pop_density,prop_white,prop_Black,prop_Hispanic,prop_AIA,prop_Asian,prop_married,prop_nonfamily,prop_family_nonmarried,prop_hs_diploma,prop_some_college,prop_bachelors,prop_higher,prop_under_hs,prop_under_30k,prop_30_to_50k,prop_50_to_100k,prop_more_than_100k
26001001001,1199.7062079741622,1.993240985286297e-05,0.9764838105164398,0.001090710753630595,0.0077872002864598795,0.003980428813824647,0.003650871551825671,0.5867340373621805,0.3457597392780993,0.06750622335972017,0.0007808220424385676,0.15959991694915313,0.14611743688907688,0.09145317287563323,0.6020486512436982,0.2725190848539966,0.2166701516631295,0.38305833999758626,0.12775242348528767
26001001002,888.4474257192898,1.4429540156999648e-05,0.9742143953974746,0.0,0.00704988083604651,0.00303462033717517,0.004946341077989111,0.5443824151111716,0.3762825878874859,0.0793349970013425,0.002867570642793582,0.12740198325447152,0.1311077159213839,0.10008469684166699,0.638538033339684,0.39068910562840187,0.19045216156948214,0.27668036795562795,0.14217836484648794
26001001003,732.5831845303859,7.948883868732513e-06,0.9480428136949147,0.0,0.018284673182290684,0.024794091352840275,0.008878421769954285,0.4277893325766106,0.48571906585553487,0.08649160156785446,0.0,0.15009977993838686,0.07613151996884866,0.02927757039616157,0.7444911296966029,0.4251318330644158,0.3077242422801749,0.17995809744402663,0.08718582721138264
26001001004,1234.4851886918036,5.9972138443780875e-05,0.9694293323533617,0.010086489745395994,0.003118234685229292,0.005656345596507172,0.008460357711703387,0.5213593971053467,0.39714727408557227,0.081493328809081,0.0,0.2152171058064847,0.12314337860277018,0.02874460664337902,0.6328949089473662,0.3365060979565758,0.2578954170728892,0.32671308388782017,0.07888540108271472
26001001005,746.0177109767278,3.0419082795115176e-05,0.9583595234940353,0.0019579694679205417,0.01601507121898814,0.011473077195555171,0.0008087967006952054,0.4103912563848263,0.43862985343322003,0.15097889018195365,0.0,0.17569210150587591,0.053672902615215595,0.04053043074811005,0.7301045651307985,0.4619837476617594,0.2283338656910223,0.23976782437417654,0.06991456227304173
26001001006,47.3099112502571,0.0007653458461750686,0.9321628092577814,0.014365522745411013,0.019154030327214685,0.017557861133280128,0.008778930566640064,0.45969125214408235,0.3979416809605489,0.14236706689536877,0.0,0.22352941176470587,0.11078431372549018,0.0892156862745098,0.5764705882352942,0.41337907375643224,0.21269296740994853,0.31217838765008576,0.06174957118353345
26001001007,1220.865288517105,5.189462135321477e-05,0.9374147146487111,0.01128016071081854,0.01816255277574799,0.018348791762508122,0.006903443635895473,0.46790521020374143,0.3941164451846045,0.1379783446116541,0.0,0.20845198638685958,0.10004900692200033,0.07601620183429206,0.615482804856848,0.4149178874078201,0.21331003363253298,0.30287304068699544,0.06889903827265155
26001001008,1024.9884320573333,2.1732886744029745e-05,0.9660474897407694,0.002069595656313468,0.014882124088792546,0.006015148386846703,0.001477053391362685,0.4558490314987628,0.4163825946840268,0.12776837381721035,0.0,0.17588433343545692,0.08773729707650366,0.059819976177396365,0.676558393310643,0.4017771318634718,0.23240721459664315,0.2849949099115576,0.08082074362832734
26001001009,539.5967785038652,1.2659504096930667e-05,0.9678260869565217,0.0,0.013913043478260868,0.008695652173913042,0.0017391304347826085,0.5674157303370786,0.34269662921348315,0.08988764044943826,0.0,0.16755037115588547,0.11240721102863203,0.06044538706256628,0.6595970307529162,0.2565543071161049,0.26779026217228463,0.37453183520599254,0.10112359550561799
26001001010,1136.9133322846653,2.370962627039508e-05,0.9528182231267229,0.003136066992964589,0.00835455495282716,0.026771922733554266,0.005921268481153739,0.5514092417789249,0.35494533646962656,0.09364542175144852,0.0,0.16454013650920155,0.07976837072859198,0.023054629561204933,0.7326368632010015,0.3887199011318161,0.232787939393119,0.27269874824618684,0.10579341122887806
