0,1
26001001001,0.25249389778438064
26001001002,0.26676774613325444
26001001003,0.1427478874028412
26001001004,0.10515824424227338
26001001005,0.33369383794547897
26001001006,0.009374271330646416
26001001007,0.07743629287837239
26001001008,0.3352427611183602
26001001009,0.25646893848568547
26001001010,0.4266698400063076
26001001011,0.31995578102259536
26001001012,0.15383278763342328
26001ZZZZZZ,0.044666679201224135
26003003001,0.09867905936742496
26003003002,-0.044512966094515785
26003003003,-0.3780680962261189
26003003004,-0.07040307576267567
26003003005,-0.2066275215911252
26003003006,-0.31033778444664495
26003003007,0.044597776234008464
26003003009,-0.08867314681615367
26003003010,-0.188405266651851
26003ZZZZZZ,-0.051712043989983705
26005005001,-0.10019079910407881
26005005002,-0.34254573016392326
26005005003,0.010156822862091127
26005005004,0.15897655173902786
26005005005,0.19753749022063763
26005005006,0.12614128166349467
26005005007,0.11954697542594736
26005005008,0.1358179664095969
26005005009,0.041244725206713705
26005005010,0.15406971598829092
26005005011,-0.42514722929572574
26005005012,-0.1198676521884534
26005005013,0.1428827273771341
26005005014,-0.08420138643334119
26005005015,0.13794857086542062
26005005016,0.05831515997970898
26005005017,0.10388935712457141
26005005018,-0.2203272011998752
26005005019,-0.10692849174381631
26005005020,-0.3123602849705921
26005005021,-0.2830712660230383
26005005022,0.32896919362625693
26005005023,-0.09834453830292256
26005005024,-0.07233575016728813
26005005025,-0.02374734719506601
26005005026,0.0045974318354660305
26005005027,0.16915691006603745
26005005028,0.05449050374874254
26005005029,0.05562206684846267
26005005030,0.17274905210625452
26005005031,0.2993457267107927
26005005032,0.005320937291266641
26005005033,0.23304633433429733
26005005034,0.26340077866747186
26005005035,0.15028111917666728
26005005036,0.018430242254718215
26005005037,0.28141948482286816
26005005038,-0.10506846277375972
26005005039,-0.3049659398845797
26005005040,-0.20440508780178707
26005005041,-0.26012036498949503
26005005042,0.2741243767219994
26005005043,0.22395841781442044
26005005044,0.1857932424340897
26005005045,-0.15938757409025617
26005005046,0.25791003028488035
26005ZZZZZZ,-0.18394082689976887
26007007001,-0.19247458942661325
26007007002,-0.12591997285551196
26007007003,-0.12186562976932801
26007007004,-0.15984148371685575
26007007005,-0.09761983256318751
26007007006,0.32354815898051564
26007007007,-0.0316635399275458
26007007008,-0.06853019407502273
26007007009,0.005523960576300314
26007007010,0.148724369846388
26007007011,0.25249169128530713
26007007012,0.31036324974676377
26007007013,0.10677240943689285
26007007014,0.23627610408076855
26007007015,0.18730984770470116
26007007016,0.4268247190856209
26007007017,0.39272665764088416
26007ZZZZZZ,0.13352860400169875
26009009001,0.258186877949309
26009009002,0.11235630429570775
26009009003,0.3479443306170906
26009009004,0.24221597050213314
26009009005,0.20958282783745927
26009009006,-0.08527137884423126
26009009007,-0.04512174194046891
26009009008,0.1969503660121553
26009009009,0.15680422830499358
26009009010,0.11817392245975765
26009009011,0.14605845690537952
26009009012,0.21641308524884306
26009009013,-0.14003216397811857
26009009014,0.2637963799925075
26009009015,-0.10911867531879481
26009009016,0.31717083597960205
26009ZZZZZZ,-0.10188070292596516
26011011001,0.12658251715165805
26011011002,0.2645225904810021
26011011003,0.05107559752038373
26011011004,0.2647978526351185
