STATEFP20_x,COUNTYFP20_x,VTDST20_x,GEOID20,VTDI20_x,NAME20,NAMELSAD20_x,LSAD20_x,MTFCC20_x,FUNCSTAT20_x,OBJECTID_x,PRECINCTID_x,COUNTYFIPS_x,MCDFIPS_x,WARD_x,PRECINCT_x,jurisdiction_name,jurisdiction_fips
26,001,001001,26001001001,A,0010104000001,Voting District 0010104000001,V1,G5240,N,1,WP-001-01040-00001,001,01040,00,001,ALCONA TOWNSHIP,2600101040
26,001,001002,26001001002,A,0011246000001,Voting District 0011246000001,V1,G5240,N,2,WP-001-12460-00001,001,12460,00,001,CALEDONIA TOWNSHIP,2600112460
26,001,001003,26001001003,A,0011932000001,Voting District 0011932000001,V1,G5240,N,3,WP-001-19320-00001,001,19320,00,001,CURTIS TOWNSHIP,2600119320
26,001,001004,26001001004,A,0013482000001,Voting District 0013482000001,V1,G5240,N,4,WP-001-34820-00001,001,34820,00,001,GREENBUSH TOWNSHIP,2600134820
26,001,001005,26001001005,A,0013574000001,Voting District 0013574000001,V1,G5240,N,5,WP-001-35740-00001,001,35740,00,001,GUSTIN TOWNSHIP,2600135740
26,001,001007,26001001007,A,0013688000001,Voting District 0013688000001,V1,G5240,N,7,WP-001-36880-00001,001,36880,00,001,HARRISVILLE TOWNSHIP,2600136880
26,001,001008,26001001008,A,0013722000001,Voting District 0013722000001,V1,G5240,N,8,WP-001-37220-00001,001,37220,00,001,HAWES TOWNSHIP,2600137220
26,001,001009,26001001009,A,0013738000001,Voting District 0013738000001,V1,G5240,N,9,WP-001-37380-00001,001,37380,00,001,HAYNES TOWNSHIP,2600137380
26,001,001010,26001001010,A,0015388000001,Voting District 0015388000001,V1,G5240,N,10,WP-001-53880-00001,001,53880,00,001,MIKADO TOWNSHIP,2600153880
26,001,001011,26001001011,A,0015406000001,Voting District 0015406000001,V1,G5240,N,11,WP-001-54060-00001,001,54060,00,001,MILLEN TOWNSHIP,2600154060
26,001,001012,26001001012,A,0015474000001,Voting District 0015474000001,V1,G5240,N,12,WP-001-54740-00001,001,54740,00,001,MITCHELL TOWNSHIP,2600154740
26,003,003001,26003003001,A,0030446000001,Voting District 0030446000001,V1,G5240,N,13,WP-003-04460-00001,003,04460,00,001,AU TRAIN TOWNSHIP,2600304460
26,003,003002,26003003002,A,0031196000001,Voting District 0031196000001,V1,G5240,N,14,WP-003-11960-00001,003,11960,00,001,BURT TOWNSHIP,2600311960
26,003,003003,26003003003,A,0033338000001,Voting District 0033338000001,V1,G5240,N,15,WP-003-33380-00001,003,33380,00,001,GRAND ISLAND TOWNSHIP,2600333380
26,003,003004,26003003004,A,0034754000001,Voting District 0034754000001,V1,G5240,N,16,WP-003-47540-00001,003,47540,00,001,LIMESTONE TOWNSHIP,2600347540
26,003,003005,26003003005,A,0035236000001,Voting District 0035236000001,V1,G5240,N,17,WP-003-52360-00001,003,52360,00,001,MATHIAS TOWNSHIP,2600352360
26,003,003006,26003003006,A,0035620000001,Voting District 0035620000001,V1,G5240,N,18,WP-003-56200-00001,003,56200,00,001,MUNISING CITY,2600356200
26,003,003007,26003003007,A,0035622000001,Voting District 0035622000001,V1,G5240,N,19,WP-003-56220-00001,003,56220,00,001,MUNISING TOWNSHIP,2600356220
26,003,003009,26003003009,A,0036082000001,Voting District 0036082000001,V1,G5240,N,21,WP-003-60820-00001,003,60820,00,001,ONOTA TOWNSHIP,2600360820
26,003,003010,26003003010,A,0036916000001,Voting District 0036916000001,V1,G5240,N,22,WP-003-69160-00001,003,69160,00,001,ROCK RIVER TOWNSHIP,2600369160
26,005,005001,26005005001,A,0050126000001,Voting District 0050126000001,V1,G5240,N,23,WP-005-01260-00001,005,01260,00,001,ALLEGAN CITY,2600501260
26,005,005002,26005005002,A,0050126000002,Voting District 0050126000002,V1,G5240,N,24,WP-005-01260-00002,005,01260,00,002,ALLEGAN CITY,2600501260
26,005,005003,26005005003,A,0050128000001,Voting District 0050128000001,V1,G5240,N,25,WP-005-01280-00001,005,01280,00,001,ALLEGAN TOWNSHIP,2600501280
26,005,005004,26005005004,A,0050128000002,Voting District 0050128000002,V1,G5240,N,26,WP-005-01280-00002,005,01280,00,002,ALLEGAN TOWNSHIP,2600501280
26,005,005005,26005005005,A,0051370000001,Voting District 0051370000001,V1,G5240,N,27,WP-005-13700-00001,005,13700,00,001,CASCO TOWNSHIP,2600513700
26,005,005006,26005005006,A,0051520000001,Voting District 0051520000001,V1,G5240,N,28,WP-005-15200-00001,005,15200,00,001,CHESHIRE TOWNSHIP,2600515200
26,005,005007,26005005007,A,0051672000001,Voting District 0051672000001,V1,G5240,N,29,WP-005-16720-00001,005,16720,00,001,CLYDE TOWNSHIP,2600516720
26,005,005008,26005005008,A,0052268000001,Voting District 0052268000001,V1,G5240,N,30,WP-005-22680-00001,005,22680,00,001,DORR TOWNSHIP,2600522680
26,005,005009,26005005009,A,0052268000002,Voting District 0052268000002,V1,G5240,N,31,WP-005-22680-00002,005,22680,00,002,DORR TOWNSHIP,2600522680
26,005,005010,26005005010,A,0052268000003,Voting District 0052268000003,V1,G5240,N,32,WP-005-22680-00003,005,22680,00,003,DORR TOWNSHIP,2600522680
26,005,005011,26005005011,A,0052274000001,Voting District 0052274000001,V1,G5240,N,33,WP-005-22740-00001,005,22740,00,001,DOUGLAS CITY,2600522740
26,005,005012,26005005012,A,0052774000001,Voting District 0052774000001,V1,G5240,N,34,WP-005-27740-00001,005,27740,00,001,FENNVILLE CITY,2600527740
26,005,005013,26005005013,A,0052812000001,Voting District 0052812000001,V1,G5240,N,35,WP-005-28120-00001,005,28120,00,001,FILLMORE TOWNSHIP,2600528120
26,005,005014,26005005014,A,0053136000001,Voting District 0053136000001,V1,G5240,N,36,WP-005-31360-00001,005,31360,00,001,GANGES TOWNSHIP,2600531360
26,005,005015,26005005015,A,0053572000001,Voting District 0053572000001,V1,G5240,N,37,WP-005-35720-00001,005,35720,00,001,GUNPLAIN TOWNSHIP,2600535720
26,005,005016,26005005016,A,0053572000002,Voting District 0053572000002,V1,G5240,N,38,WP-005-35720-00002,005,35720,00,002,GUNPLAIN TOWNSHIP,2600535720
26,005,005017,26005005017,A,0053746000001,Voting District 0053746000001,V1,G5240,N,39,WP-005-37460-00001,005,37460,00,001,HEATH TOWNSHIP,2600537460
26,005,005018,26005005018,A,0053864004009,Voting District 0053864004009,V1,G5240,N,40,WP-005-38640-04009,005,38640,04,009,HOLLAND CITY,2600538640
26,005,005019,26005005019,A,0053864005011,Voting District 0053864005011,V1,G5240,N,41,WP-005-38640-05011,005,38640,05,011,HOLLAND CITY,2600538640
26,005,005020,26005005020,A,0053864005012,Voting District 0053864005012,V1,G5240,N,42,WP-005-38640-05012,005,38640,05,012,HOLLAND CITY,2600538640
26,005,005021,26005005021,A,0053864005013,Voting District 0053864005013,V1,G5240,N,43,WP-005-38640-05013,005,38640,05,013,HOLLAND CITY,2600538640
26,005,005022,26005005022,A,0053920000001,Voting District 0053920000001,V1,G5240,N,44,WP-005-39200-00001,005,39200,00,001,HOPKINS TOWNSHIP,2600539200
26,005,005023,26005005023,A,0054518000001,Voting District 0054518000001,V1,G5240,N,45,WP-005-45180-00001,005,45180,00,001,LAKETOWN TOWNSHIP,2600545180
26,005,005024,26005005024,A,0054518000002,Voting District 0054518000002,V1,G5240,N,46,WP-005-45180-00002,005,45180,00,002,LAKETOWN TOWNSHIP,2600545180
26,005,005025,26005005025,A,0054518000003,Voting District 0054518000003,V1,G5240,N,47,WP-005-45180-00003,005,45180,00,003,LAKETOWN TOWNSHIP,2600545180
26,005,005026,26005005026,A,0054660000001,Voting District 0054660000001,V1,G5240,N,48,WP-005-46600-00001,005,46600,00,001,LEE TOWNSHIP,2600546600
26,005,005027,26005005027,A,0054676000001,Voting District 0054676000001,V1,G5240,N,49,WP-005-46760-00001,005,46760,00,001,LEIGHTON TOWNSHIP,2600546760
26,005,005028,26005005028,A,0054676000002,Voting District 0054676000002,V1,G5240,N,50,WP-005-46760-00002,005,46760,00,002,LEIGHTON TOWNSHIP,2600546760
26,005,005029,26005005029,A,0055084000001,Voting District 0055084000001,V1,G5240,N,51,WP-005-50840-00001,005,50840,00,001,MANLIUS TOWNSHIP,2600550840
26,005,005030,26005005030,A,0055200000001,Voting District 0055200000001,V1,G5240,N,52,WP-005-52000-00001,005,52000,00,001,MARTIN TOWNSHIP,2600552000
26,005,005031,26005005031,A,0055520000001,Voting District 0055520000001,V1,G5240,N,53,WP-005-55200-00001,005,55200,00,001,MONTEREY TOWNSHIP,2600555200
26,005,005032,26005005032,A,0056162000001,Voting District 0056162000001,V1,G5240,N,54,WP-005-61620-00001,005,61620,00,001,OTSEGO CITY,2600561620
26,005,005033,26005005033,A,0056164000001,Voting District 0056164000001,V1,G5240,N,55,WP-005-61640-00001,005,61640,00,001,OTSEGO TOWNSHIP,2600561640
26,005,005034,26005005034,A,0056164000002,Voting District 0056164000002,V1,G5240,N,56,WP-005-61640-00002,005,61640,00,002,OTSEGO TOWNSHIP,2600561640
26,005,005035,26005005035,A,0056182000001,Voting District 0056182000001,V1,G5240,N,57,WP-005-61820-00001,005,61820,00,001,OVERISEL TOWNSHIP,2600561820
26,005,005036,26005005036,A,0056474000001,Voting District 0056474000001,V1,G5240,N,58,WP-005-64740-00001,005,64740,00,001,PLAINWELL CITY,2600564740
26,005,005037,26005005037,A,0057110000001,Voting District 0057110000001,V1,G5240,N,59,WP-005-71100-00001,005,71100,00,001,SALEM TOWNSHIP,2600571100
26,005,005038,26005005038,A,0057110000002,Voting District 0057110000002,V1,G5240,N,60,WP-005-71100-00002,005,71100,00,002,SALEM TOWNSHIP,2600571100
26,005,005039,26005005039,A,0057170000001,Voting District 0057170000001,V1,G5240,N,61,WP-005-71700-00001,005,71700,00,001,SAUGATUCK CITY,2600571700
26,005,005040,26005005040,A,0057172000001,Voting District 0057172000001,V1,G5240,N,4787,WP-005-71720-00001,005,71720,00,001,SAUGATUCK TOWNSHIP,2600571720
26,005,005041,26005005041,A,0057498003002,Voting District 0057498003002,V1,G5240,N,62,WP-005-74980-03002,005,74980,03,002,SOUTH HAVEN CITY,2600574980
26,005,005042,26005005042,A,0058062000001,Voting District 0058062000001,V1,G5240,N,63,WP-005-80620-00001,005,80620,00,001,TROWBRIDGE TOWNSHIP,2600580620
26,005,005043,26005005043,A,0058158000001,Voting District 0058158000001,V1,G5240,N,64,WP-005-81580-00001,005,81580,00,001,VALLEY TOWNSHIP,2600581580
26,005,005044,26005005044,A,0058458000001,Voting District 0058458000001,V1,G5240,N,65,WP-005-84580-00001,005,84580,00,001,WATSON TOWNSHIP,2600584580
26,005,005045,26005005045,A,0058488000001,Voting District 0058488000001,V1,G5240,N,66,WP-005-84880-00001,005,84880,00,001,WAYLAND CITY,2600584880
26,005,005046,26005005046,A,0058490000001,Voting District 0058490000001,V1,G5240,N,67,WP-005-84900-00001,005,84900,00,001,WAYLAND TOWNSHIP,2600584900
26,007,007001,26007007001,A,0070174000001,Voting District 0070174000001,V1,G5240,N,68,WP-007-01740-00001,007,01740,00,001,ALPENA CITY,2600701740
26,007,007002,26007007002,A,0070174000003,Voting District 0070174000003,V1,G5240,N,69,WP-007-01740-00003,007,01740,00,003,ALPENA CITY,2600701740
26,007,007003,26007007003,A,0070174000004,Voting District 0070174000004,V1,G5240,N,70,WP-007-01740-00004,007,01740,00,004,ALPENA CITY,2600701740
26,007,007004,26007007004,A,0070174000005,Voting District 0070174000005,V1,G5240,N,71,WP-007-01740-00005,007,01740,00,005,ALPENA CITY,2600701740
26,007,007005,26007007005,A,0070174000006,Voting District 0070174000006,V1,G5240,N,72,WP-007-01740-00006,007,01740,00,006,ALPENA CITY,2600701740
26,007,007006,26007007006,A,0070176000001,Voting District 0070176000001,V1,G5240,N,73,WP-007-01760-00001,007,01760,00,001,ALPENA TOWNSHIP,2600701760
26,007,007007,26007007007,A,0070176000002,Voting District 0070176000002,V1,G5240,N,74,WP-007-01760-00002,007,01760,00,002,ALPENA TOWNSHIP,2600701760
26,007,007008,26007007008,A,0070176000003,Voting District 0070176000003,V1,G5240,N,75,WP-007-01760-00003,007,01760,00,003,ALPENA TOWNSHIP,2600701760
26,007,007009,26007007009,A,0070176000004,Voting District 0070176000004,V1,G5240,N,76,WP-007-01760-00004,007,01760,00,004,ALPENA TOWNSHIP,2600701760
26,007,007010,26007007010,A,0070176000005,Voting District 0070176000005,V1,G5240,N,77,WP-007-01760-00005,007,01760,00,005,ALPENA TOWNSHIP,2600701760
26,007,007011,26007007011,A,0073474000001,Voting District 0073474000001,V1,G5240,N,78,WP-007-34740-00001,007,34740,00,001,GREEN TOWNSHIP,2600734740
26,007,007012,26007007012,A,0074936000001,Voting District 0074936000001,V1,G5240,N,79,WP-007-49360-00001,007,49360,00,001,LONG RAPIDS TOWNSHIP,2600749360
26,007,007013,26007007013,A,0075122000001,Voting District 0075122000001,V1,G5240,N,80,WP-007-51220-00001,007,51220,00,001,MAPLE RIDGE TOWNSHIP,2600751220
26,007,007014,26007007014,A,0076152000001,Voting District 0076152000001,V1,G5240,N,81,WP-007-61520-00001,007,61520,00,001,OSSINEKE TOWNSHIP,2600761520
26,007,007015,26007007015,A,0077124000001,Voting District 0077124000001,V1,G5240,N,82,WP-007-71240-00001,007,71240,00,001,SANBORN TOWNSHIP,2600771240
26,007,007016,26007007016,A,0078518000001,Voting District 0078518000001,V1,G5240,N,83,WP-007-85180-00001,007,85180,00,001,WELLINGTON TOWNSHIP,2600785180
26,007,007017,26007007017,A,0078768000001,Voting District 0078768000001,V1,G5240,N,84,WP-007-87680-00001,007,87680,00,001,WILSON TOWNSHIP,2600787680
26,009,009001,26009009001,A,0090524000001,Voting District 0090524000001,V1,G5240,N,85,WP-009-05240-00001,009,05240,00,001,BANKS TOWNSHIP,2600905240
26,009,009002,26009009002,A,0091442000001,Voting District 0091442000001,V1,G5240,N,86,WP-009-14420-00001,009,14420,00,001,CENTRAL LAKE TOWNSHIP,2600914420
26,009,009003,26009009003,A,0091538000001,Voting District 0091538000001,V1,G5240,N,87,WP-009-15380-00001,009,15380,00,001,CHESTONIA TOWNSHIP,2600915380
26,009,009004,26009009004,A,0091940000001,Voting District 0091940000001,V1,G5240,N,88,WP-009-19400-00001,009,19400,00,001,CUSTER TOWNSHIP,2600919400
26,009,009005,26009009005,A,0092464000001,Voting District 0092464000001,V1,G5240,N,89,WP-009-24640-00001,009,24640,00,001,ECHO TOWNSHIP,2600924640
26,009,009006,26009009006,A,0092534000001,Voting District 0092534000001,V1,G5240,N,90,WP-009-25340-00001,009,25340,00,001,ELK RAPIDS TOWNSHIP,2600925340
26,009,009007,26009009007,A,0092960000001,Voting District 0092960000001,V1,G5240,N,91,WP-009-29600-00001,009,29600,00,001,FOREST HOME TOWNSHIP,2600929600
26,009,009008,26009009008,A,0093750000001,Voting District 0093750000001,V1,G5240,N,92,WP-009-37500-00001,009,37500,00,001,HELENA TOWNSHIP,2600937500
26,009,009009,26009009009,A,0094196000001,Voting District 0094196000001,V1,G5240,N,93,WP-009-41960-00001,009,41960,00,001,JORDAN TOWNSHIP,2600941960
26,009,009010,26009009010,A,0094240000001,Voting District 0094240000001,V1,G5240,N,94,WP-009-42400-00001,009,42400,00,001,KEARNEY TOWNSHIP,2600942400
26,009,009011,26009009011,A,0095064000001,Voting District 0095064000001,V1,G5240,N,95,WP-009-50640-00001,009,50640,00,001,MANCELONA TOWNSHIP,2600950640
26,009,009012,26009009012,A,0095064000002,Voting District 0095064000002,V1,G5240,N,96,WP-009-50640-00002,009,50640,00,002,MANCELONA TOWNSHIP,2600950640
26,009,009013,26009009013,A,0095444000001,Voting District 0095444000001,V1,G5240,N,97,WP-009-54440-00001,009,54440,00,001,MILTON TOWNSHIP,2600954440
26,009,009014,26009009014,A,0097626000001,Voting District 0097626000001,V1,G5240,N,98,WP-009-76260-00001,009,76260,00,001,STAR TOWNSHIP,2600976260
26,009,009015,26009009015,A,0098010000001,Voting District 0098010000001,V1,G5240,N,99,WP-009-80100-00001,009,80100,00,001,TORCH LAKE TOWNSHIP,2600980100
26,009,009016,26009009016,A,0098330000001,Voting District 0098330000001,V1,G5240,N,100,WP-009-83300-00001,009,83300,00,001,WARNER TOWNSHIP,2600983300
26,011,011001,26011011001,A,0110028000001,Voting District 0110028000001,V1,G5240,N,101,WP-011-00280-00001,011,00280,00,001,ADAMS TOWNSHIP,2601100280
26,011,011002,26011011002,A,0110336000001,Voting District 0110336000001,V1,G5240,N,102,WP-011-03360-00001,011,03360,00,001,ARENAC TOWNSHIP,2601103360
26,011,011003,26011011003,A,0110412000001,Voting District 0110412000001,V1,G5240,N,103,WP-011-04120-00001,011,04120,00,001,AU GRES CITY,2601104120
26,011,011004,26011011004,A,0110414000001,Voting District 0110414000001,V1,G5240,N,104,WP-011-04140-00001,011,04140,00,001,AU GRES TOWNSHIP,2601104140
26,011,011005,26011011005,A,0111624000001,Voting District 0111624000001,V1,G5240,N,105,WP-011-16240-00001,011,16240,00,001,CLAYTON TOWNSHIP,2601116240
26,011,011006,26011011006,A,0112112000001,Voting District 0112112000001,V1,G5240,N,106,WP-011-21120-00001,011,21120,00,001,DEEP RIVER TOWNSHIP,2601121120
26,011,011007,26011011007,A,0114758000001,Voting District 0114758000001,V1,G5240,N,107,WP-011-47580-00001,011,47580,00,001,LINCOLN TOWNSHIP,2601147580
26,011,011008,26011011008,A,0115212000001,Voting District 0115212000001,V1,G5240,N,108,WP-011-52120-00001,011,52120,00,001,MASON TOWNSHIP,2601152120
26,011,011009,26011011009,A,0115480000001,Voting District 0115480000001,V1,G5240,N,109,WP-011-54800-00001,011,54800,00,001,MOFFATT TOWNSHIP,2601154800
26,011,011010,26011011010,A,0116066001001,Voting District 0116066001001,V1,G5240,N,110,WP-011-60660-01001,011,60660,01,001,OMER CITY,2601160660
26,011,011011,26011011011,A,0117402000001,Voting District 0117402000001,V1,G5240,N,111,WP-011-74020-00001,011,74020,00,001,SIMS TOWNSHIP,2601174020
26,011,011012,26011011012,A,0117612000001,Voting District 0117612000001,V1,G5240,N,112,WP-011-76120-00001,011,76120,00,001,STANDISH CITY,2601176120
26,011,011015,26011011015,A,0117614000001,Voting District 0117614000001,V1,G5240,N,115,WP-011-76140-00001,011,76140,00,001,STANDISH TOWNSHIP,2601176140
26,011,011016,26011011016,A,0118084000001,Voting District 0118084000001,V1,G5240,N,116,WP-011-80840-00001,011,80840,00,001,TURNER TOWNSHIP,2601180840
26,011,011017,26011011017,A,0118708000001,Voting District 0118708000001,V1,G5240,N,117,WP-011-87080-00001,011,87080,00,001,WHITNEY TOWNSHIP,2601187080
26,013,013001,26013013001,A,0130366000001,Voting District 0130366000001,V1,G5240,N,118,WP-013-03660-00001,013,03660,00,001,ARVON TOWNSHIP,2601303660
26,013,013002,26013013002,A,0130534000001,Voting District 0130534000001,V1,G5240,N,119,WP-013-05340-00001,013,05340,00,001,BARAGA TOWNSHIP,2601305340
26,013,013003,26013013003,A,0130534000002,Voting District 0130534000002,V1,G5240,N,120,WP-013-05340-00002,013,05340,00,002,BARAGA TOWNSHIP,2601305340
26,013,013004,26013013004,A,0130534000003,Voting District 0130534000003,V1,G5240,N,121,WP-013-05340-00003,013,05340,00,003,BARAGA TOWNSHIP,2601305340
26,013,013005,26013013005,A,0130534000004,Voting District 0130534000004,V1,G5240,N,122,WP-013-05340-00004,013,05340,00,004,BARAGA TOWNSHIP,2601305340
26,013,013006,26013013006,A,0131860000001,Voting District 0131860000001,V1,G5240,N,123,WP-013-18600-00001,013,18600,00,001,COVINGTON TOWNSHIP,2601318600
26,013,013007,26013013007,A,0134556000001,Voting District 0134556000001,V1,G5240,N,124,WP-013-45560-00001,013,45560,00,001,LANSE TOWNSHIP,2601345560
26,013,013008,26013013008,A,0137600000001,Voting District 0137600000001,V1,G5240,N,125,WP-013-76000-00001,013,76000,00,001,SPURR TOWNSHIP,2601376000
26,015,015001,26015015001,A,0150386000001,Voting District 0150386000001,V1,G5240,N,126,WP-015-03860-00001,015,03860,00,001,ASSYRIA TOWNSHIP,2601503860
26,015,015002,26015015002,A,0150502000001,Voting District 0150502000001,V1,G5240,N,127,WP-015-05020-00001,015,05020,00,001,BALTIMORE TOWNSHIP,2601505020
26,015,015003,26015015003,A,0150556000001,Voting District 0150556000001,V1,G5240,N,128,WP-015-05560-00001,015,05560,00,001,BARRY TOWNSHIP,2601505560
26,015,015005,26015015005,A,0151334000001,Voting District 0151334000001,V1,G5240,N,130,WP-015-13340-00001,015,13340,00,001,CARLTON TOWNSHIP,2601513340
26,015,015006,26015015006,A,0151396000001,Voting District 0151396000001,V1,G5240,N,131,WP-015-13960-00001,015,13960,00,001,CASTLETON TOWNSHIP,2601513960
26,015,015007,26015015007,A,0153712000002,Voting District 0153712000002,V1,G5240,N,132,WP-015-37120-00002,015,37120,00,002,HASTINGS CITY,2601537120
26,015,015008,26015015008,A,0153712000003,Voting District 0153712000003,V1,G5240,N,133,WP-015-37120-00003,015,37120,00,003,HASTINGS CITY,2601537120
26,015,015009,26015015009,A,0153712000004,Voting District 0153712000004,V1,G5240,N,134,WP-015-37120-00004,015,37120,00,004,HASTINGS CITY,2601537120
26,015,015010,26015015010,A,0153714000001,Voting District 0153714000001,V1,G5240,N,136,WP-015-37140-00001,015,37140,00,001,HASTINGS TOWNSHIP,2601537140
26,015,015011,26015015011,A,0153912000001,Voting District 0153912000001,V1,G5240,N,137,WP-015-39120-00001,015,39120,00,001,HOPE TOWNSHIP,2601539120
26,015,015012,26015015012,A,0154112000001,Voting District 0154112000001,V1,G5240,N,138,WP-015-41120-00001,015,41120,00,001,IRVING TOWNSHIP,2601541120
26,015,015013,26015015013,A,0154186000001,Voting District 0154186000001,V1,G5240,N,139,WP-015-41860-00001,015,41860,00,001,JOHNSTOWN TOWNSHIP,2601541860
26,015,015014,26015015014,A,0155096000001,Voting District 0155096000001,V1,G5240,N,140,WP-015-50960-00001,015,50960,00,001,MAPLE GROVE TOWNSHIP,2601550960
26,015,015015,26015015015,A,0156098000001,Voting District 0156098000001,V1,G5240,N,141,WP-015-60980-00001,015,60980,00,001,ORANGEVILLE TOWNSHIP,2601560980
26,015,015016,26015015016,A,0156626000001,Voting District 0156626000001,V1,G5240,N,142,WP-015-66260-00001,015,66260,00,001,PRAIRIEVILLE TOWNSHIP,2601566260
26,015,015017,26015015017,A,0157042000001,Voting District 0157042000001,V1,G5240,N,143,WP-015-70420-00001,015,70420,00,001,RUTLAND TOWNSHIP,2601570420
26,015,015018,26015015018,A,0157042000002,Voting District 0157042000002,V1,G5240,N,144,WP-015-70420-00002,015,70420,00,002,RUTLAND TOWNSHIP,2601570420
26,015,015019,26015015019,A,0157962000001,Voting District 0157962000001,V1,G5240,N,145,WP-015-79620-00001,015,79620,00,001,THORNAPPLE TOWNSHIP,2601579620
26,015,015020,26015015020,A,0157962000002,Voting District 0157962000002,V1,G5240,N,146,WP-015-79620-00002,015,79620,00,002,THORNAPPLE TOWNSHIP,2601579620
26,015,015021,26015015021,A,0157962000003,Voting District 0157962000003,V1,G5240,N,147,WP-015-79620-00003,015,79620,00,003,THORNAPPLE TOWNSHIP,2601579620
26,015,015022,26015015022,A,0158844000001,Voting District 0158844000001,V1,G5240,N,148,WP-015-88440-00001,015,88440,00,001,WOODLAND TOWNSHIP,2601588440
26,015,015023,26015015023,A,0158902000001,Voting District 0158902000001,V1,G5240,N,149,WP-015-89020-00001,015,89020,00,001,YANKEE SPRINGS TOWNSHIP,2601589020
26,015,015024,26015015024,A,0158902000002,Voting District 0158902000002,V1,G5240,N,150,WP-015-89020-00002,015,89020,00,002,YANKEE SPRINGS TOWNSHIP,2601589020
26,017,017001,26017017001,A,0170408000001,Voting District 0170408000001,V1,G5240,N,151,WP-017-04080-00001,017,04080,00,001,AUBURN CITY,2601704080
26,017,017002,26017017002,A,0170512000001,Voting District 0170512000001,V1,G5240,N,152,WP-017-05120-00001,017,05120,00,001,BANGOR TOWNSHIP,2601705120
26,017,017003,26017017003,A,0170512000002,Voting District 0170512000002,V1,G5240,N,153,WP-017-05120-00002,017,05120,00,002,BANGOR TOWNSHIP,2601705120
26,017,017004,26017017004,A,0170512000003,Voting District 0170512000003,V1,G5240,N,154,WP-017-05120-00003,017,05120,00,003,BANGOR TOWNSHIP,2601705120
26,017,017005,26017017005,A,0170512000004,Voting District 0170512000004,V1,G5240,N,155,WP-017-05120-00004,017,05120,00,004,BANGOR TOWNSHIP,2601705120
26,017,017006,26017017006,A,0170512000005,Voting District 0170512000005,V1,G5240,N,156,WP-017-05120-00005,017,05120,00,005,BANGOR TOWNSHIP,2601705120
26,017,017007,26017017007,A,0170512000006,Voting District 0170512000006,V1,G5240,N,157,WP-017-05120-00006,017,05120,00,006,BANGOR TOWNSHIP,2601705120
26,017,017008,26017017008,A,0170602001001,Voting District 0170602001001,V1,G5240,N,158,WP-017-06020-01001,017,06020,01,001,BAY CITY,2601706020
26,017,017009,26017017009,A,0170602002001,Voting District 0170602002001,V1,G5240,N,159,WP-017-06020-02001,017,06020,02,001,BAY CITY,2601706020
26,017,017010,26017017010,A,0170602003001,Voting District 0170602003001,V1,G5240,N,160,WP-017-06020-03001,017,06020,03,001,BAY CITY,2601706020
26,017,017011,26017017011,A,0170602004001,Voting District 0170602004001,V1,G5240,N,161,WP-017-06020-04001,017,06020,04,001,BAY CITY,2601706020
26,017,017012,26017017012,A,0170602005001,Voting District 0170602005001,V1,G5240,N,162,WP-017-06020-05001,017,06020,05,001,BAY CITY,2601706020
26,017,017013,26017017013,A,0170602006001,Voting District 0170602006001,V1,G5240,N,163,WP-017-06020-06001,017,06020,06,001,BAY CITY,2601706020
26,017,017014,26017017014,A,0170602007001,Voting District 0170602007001,V1,G5240,N,164,WP-017-06020-07001,017,06020,07,001,BAY CITY,2601706020
26,017,017015,26017017015,A,0170602008001,Voting District 0170602008001,V1,G5240,N,165,WP-017-06020-08001,017,06020,08,001,BAY CITY,2601706020
26,017,017016,26017017016,A,0170602009001,Voting District 0170602009001,V1,G5240,N,166,WP-017-06020-09001,017,06020,09,001,BAY CITY,2601706020
26,017,017017,26017017017,A,0170654000001,Voting District 0170654000001,V1,G5240,N,167,WP-017-06540-00001,017,06540,00,001,BEAVER TOWNSHIP,2601706540
26,017,017018,26017017018,A,0172642000001,Voting District 0172642000001,V1,G5240,N,168,WP-017-26420-00001,017,26420,00,001,ESSEXVILLE CITY,2601726420
26,017,017019,26017017019,A,0172642000002,Voting District 0172642000002,V1,G5240,N,169,WP-017-26420-00002,017,26420,00,002,ESSEXVILLE CITY,2601726420
26,017,017020,26017017020,A,0173018000001,Voting District 0173018000001,V1,G5240,N,170,WP-017-30180-00001,017,30180,00,001,FRANKENLUST TOWNSHIP,2601730180
26,017,017021,26017017021,A,0173040000001,Voting District 0173040000001,V1,G5240,N,171,WP-017-30400-00001,017,30400,00,001,FRASER TOWNSHIP,2601730400
26,017,017022,26017017022,A,0173154000001,Voting District 0173154000001,V1,G5240,N,172,WP-017-31540-00001,017,31540,00,001,GARFIELD TOWNSHIP,2601731540
26,017,017023,26017017023,A,0173204000001,Voting District 0173204000001,V1,G5240,N,173,WP-017-32040-00001,017,32040,00,001,GIBSON TOWNSHIP,2601732040
26,017,017024,26017017024,A,0173626000001,Voting District 0173626000001,V1,G5240,N,174,WP-017-36260-00001,017,36260,00,001,HAMPTON TOWNSHIP,2601736260
26,017,017025,26017017025,A,0173626000002,Voting District 0173626000002,V1,G5240,N,175,WP-017-36260-00002,017,36260,00,002,HAMPTON TOWNSHIP,2601736260
26,017,017026,26017017026,A,0173626000003,Voting District 0173626000003,V1,G5240,N,176,WP-017-36260-00003,017,36260,00,003,HAMPTON TOWNSHIP,2601736260
